"irrigation_type" "moisture" "block" "time" "sev"
"159" "MS above canopy" "Moderate moisture" "3" 14 0.022
"160" "MS above canopy" "Moderate moisture" "1" 21 0.064
"161" "MS above canopy" "Moderate moisture" "2" 21 0.056
"162" "MS above canopy" "Moderate moisture" "3" 21 0.05
"163" "MS above canopy" "Moderate moisture" "1" 28 0.063
"164" "MS above canopy" "Moderate moisture" "2" 28 0.063
"165" "MS above canopy" "Moderate moisture" "3" 28 0.071
"166" "MS above canopy" "Moderate moisture" "1" 35 0.066
"167" "MS above canopy" "Moderate moisture" "2" 35 0.074
"168" "MS above canopy" "Moderate moisture" "3" 35 0.083
"169" "MS above canopy" "Moderate moisture" "1" 42 0.097
"170" "MS above canopy" "Moderate moisture" "2" 42 0.103
"171" "MS above canopy" "Moderate moisture" "3" 42 0.109
"172" "MS above canopy" "Moderate moisture" "1" 49 0.12
"173" "MS above canopy" "Moderate moisture" "2" 49 0.137
"174" "MS above canopy" "Moderate moisture" "3" 49 0.131
"175" "MS above canopy" "Moderate moisture" "1" 56 0.126
"176" "MS above canopy" "Moderate moisture" "2" 56 0.143
"177" "MS above canopy" "Moderate moisture" "3" 56 0.131
"178" "MS above canopy" "Moderate moisture" "1" 63 0.149
"179" "MS above canopy" "Moderate moisture" "2" 63 0.189
"180" "MS above canopy" "Moderate moisture" "3" 63 0.166
"181" "Overhead" "High moisture" "1" 0 0.003
"182" "Overhead" "High moisture" "2" 0 0.004
"183" "Overhead" "High moisture" "3" 0 0.006
"184" "Overhead" "High moisture" "1" 7 0.008
"185" "Overhead" "High moisture" "2" 7 0.006
"186" "Overhead" "High moisture" "3" 7 0.008
"187" "Overhead" "High moisture" "1" 14 0.016
"188" "Overhead" "High moisture" "2" 14 0.017
"189" "Overhead" "High moisture" "3" 14 0.016
"190" "Overhead" "High moisture" "1" 21 0.026
"191" "Overhead" "High moisture" "2" 21 0.029
"192" "Overhead" "High moisture" "3" 21 0.029
"193" "Overhead" "High moisture" "1" 28 0.037
"194" "Overhead" "High moisture" "2" 28 0.047
"195" "Overhead" "High moisture" "3" 28 0.041
"196" "Overhead" "High moisture" "1" 35 0.053
"197" "Overhead" "High moisture" "2" 35 0.053
"198" "Overhead" "High moisture" "3" 35 0.051
"199" "Overhead" "High moisture" "1" 42 0.089
"200" "Overhead" "High moisture" "2" 42 0.089
"201" "Overhead" "High moisture" "3" 42 0.091
"202" "Overhead" "High moisture" "1" 49 0.111
"203" "Overhead" "High moisture" "2" 49 0.097
"204" "Overhead" "High moisture" "3" 49 0.12
"205" "Overhead" "High moisture" "1" 56 0.111
"206" "Overhead" "High moisture" "2" 56 0.111
"207" "Overhead" "High moisture" "3" 56 0.131
"208" "Overhead" "High moisture" "1" 63 0.114
"209" "Overhead" "High moisture" "2" 63 0.114
"210" "Overhead" "High moisture" "3" 63 0.143
"211" "Overhead" "Moderate moisture" "1" 0 0.005
"212" "Overhead" "Moderate moisture" "2" 0 0.005
"213" "Overhead" "Moderate moisture" "3" 0 0.004
"214" "Overhead" "Moderate moisture" "1" 7 0.009
"215" "Overhead" "Moderate moisture" "2" 7 0.005
"216" "Overhead" "Moderate moisture" "3" 7 0.006
"217" "Overhead" "Moderate moisture" "1" 14 0.024
"218" "Overhead" "Moderate moisture" "2" 14 0.019
"219" "Overhead" "Moderate moisture" "3" 14 0.022
"220" "Overhead" "Moderate moisture" "1" 21 0.029
"221" "Overhead" "Moderate moisture" "2" 21 0.022
"222" "Overhead" "Moderate moisture" "3" 21 0.025
"223" "Overhead" "Moderate moisture" "1" 28 0.049
"224" "Overhead" "Moderate moisture" "2" 28 0.039
"225" "Overhead" "Moderate moisture" "3" 28 0.043
"226" "Overhead" "Moderate moisture" "1" 35 0.06
"227" "Overhead" "Moderate moisture" "2" 35 0.051
"228" "Overhead" "Moderate moisture" "3" 35 0.058
"229" "Overhead" "Moderate moisture" "1" 42 0.097
"230" "Overhead" "Moderate moisture" "2" 42 0.097
"231" "Overhead" "Moderate moisture" "3" 42 0.1
"232" "Overhead" "Moderate moisture" "1" 49 0.109
"233" "Overhead" "Moderate moisture" "2" 49 0.1
"234" "Overhead" "Moderate moisture" "3" 49 0.109
"235" "Overhead" "Moderate moisture" "1" 56 0.12
"236" "Overhead" "Moderate moisture" "2" 56 0.126
"237" "Overhead" "Moderate moisture" "3" 56 0.114
"238" "Overhead" "Moderate moisture" "1" 63 0.131
"239" "Overhead" "Moderate moisture" "2" 63 0.131
"240" "Overhead" "Moderate moisture" "3" 63 0.126
